job_title,category,description,summary_hourly,summary_salary,country,currency,rating,rating_count,gender_responses,male_count,female_count
Senior Associate Data Scientist,"15-1010.00 - Computer and Information Scientists, Research",,,"The average pay for a Senior Associate Data Scientist is $95,000 per year.",US,USD,,,1.0,1.0,
Senior Biostatistician,15-2040.00 - Statisticians,"Senior biostatisticians are responsible for conducting bio-statistics analyses for their organizations and using a personal computer to conduct research. They should work well in a team setting with other professionals to share information and survey results, but also independently with minimal supervision.
Senior biostatisticians work with clinical trial coordinators to write documents to validate their advice and use strategies to meet strict deadlines, and they must anticipate business needs and strive to provide the best client service. They are responsible for overseeing the work of data coordinators and must be proficient with different operating systems and programming languages to create and modify scripts and analyze data. They should also be familiar with categorical and scientific writing methods to explain statistical techniques, and they typically work in an office environment during regular business hours.
Senior biostatisticians must be well-versed with statistics software to relay data and increase productivity and efficiency, and they use office applications to write reports based on statistical analyses and present data in spreadsheets. Strong interpersonal skills are important in this position to work well with others in a laboratory setting, and they must also follow strict privacy regulations to protect data integrity. A bachelor's degree in biology, statistics, or a related field and prior experience as a biostatistician are generally required for this position, and industry certifications are also helpful.",The average pay for a Senior Biostatistician is $47.42 per hour.,"The average pay for a Senior Biostatistician is $119,737 per year.",US,USD,3.56,17.0,51.0,26.0,23.0
Senior Business Intelligence (BI) Analyst,15-1080.00 - Network Systems and Data Communications Analysts,,The average pay for a Senior Business Intelligence (BI) Analyst is $50.87 per hour.,"The average pay for a Senior Business Intelligence (BI) Analyst is $95,957 per year.",US,USD,3.97,122.0,356.0,228.0,126.0
Senior Business Systems Analyst,15-1050.00 - Computer Systems Analysts,,The average pay for a Senior Business Systems Analyst is $58.11 per hour.,"The average pay for a Senior Business Systems Analyst is $99,177 per year.",US,USD,3.71,167.0,422.0,219.0,198.0
Senior Clinical Data Analyst,15-2040.00 - Statisticians,,The average pay for a Senior Clinical Data Analyst is $45.67 per hour.,"The average pay for a Senior Clinical Data Analyst is $93,276 per year.",US,USD,3.8,5.0,10.0,6.0,3.0
Senior Clinical Data Associate,15-2040.00 - Statisticians,,The average pay for a Senior Clinical Data Associate is $31.67 per hour.,"The average pay for a Senior Clinical Data Associate is $96,429 per year.",US,USD,4.33,3.0,7.0,6.0,1.0
Senior Clinical Data Coordinator,15-2040.00 - Statisticians,,,"The average pay for a Senior Clinical Data Coordinator is $77,263 per year.",US,USD,,,4.0,4.0,
Senior Clinical Data Manager,15-2040.00 - Statisticians,"Senior clinical data managers work on all aspects of data management for medical research projects and work in a variety of settings, such as hospitals, university research programs, the government, and biotech/pharmaceutical companies. They are generally responsible for tasks such as working with databases, project-coding, delegating tasks to employees, scheduling deadlines, supporting the organization with technical proficiency and knowledge, and enforcing quality control and standards for research data.
Senior clinical data managers are responsible for everything that happens to this data, as well as its security and designing the systems to collect, store, and retrieve it. They also must make regular reports at meetings and work closely with medical research teams to assist in giving presentations and accessing statistical results. Generally speaking, they serve both an IT professional role and the traditional office role of being directly involved in research projects.
Prior experience is necessary for this position, and most have a bachelor's degree in information technology (IT) or a certificate in data management. Graduate education programs are also beneficial, and ongoing education is usually required to maintain current knowledge of ever-changing medical research software and database server packages. They must also have a proven track record of leadership and strong communication skills.",The average pay for a Senior Clinical Data Manager is $56.41 per hour.,"The average pay for a Senior Clinical Data Manager is $107,819 per year.",US,USD,3.44,21.0,44.0,34.0,10.0
Senior Cloud Software Engineer,15-1030.00 - Unclassified Computer Software Engineers,,,"The average pay for a Senior Cloud Software Engineer is $154,983 per year.",US,USD,1.0,1.0,7.0,6.0,1.0
Senior Cloud Solutions Architect,15-1030.00 - Unclassified Computer Software Engineers,,,"The average pay for a Senior Cloud Solutions Architect is $171,608 per year.",US,USD,5.0,3.0,13.0,11.0,2.0
Senior Cloud Solutions Engineer,15-1030.00 - Unclassified Computer Software Engineers,,,"The average pay for a Senior Cloud Solutions Engineer is $122,271 per year.",US,USD,3.75,4.0,11.0,9.0,1.0
Senior Computer Scientist,15-1080.00 - Network Systems and Data Communications Analysts,"Senior computer scientists are typically employed in research work involving data and information systems. They work for a variety of large-scale companies and industries, and often hold a supervisory role at the head of a research team. Senior computer scientists generally gather and analyze data for their company to develop more efficient systems for data-sharing, storage, and communication, and may also work within larger research development departments to create new product offerings.
Senior computer scientists and their teams analyze all aspects of information science and data exchange to understand the data, who uses it, and for what reasons. The senior scientist directs his team in applying scientific methods to discover useful applications and applied knowledge for their employer; this typically involves new technology or new applications of existing technology to streamline company operations.
The job of a senior computer scientist within a larger research and development team focuses heavily on the research aspect of the work. Those in this position typically work through tests and experiments on new technology relating to computer processing, storing, and networking, and log all data from these tests for computer engineers to use to make ongoing improvements to the project.
To work as a senior computer scientist, applicants should have at least an undergraduate degree in computer science or computer engineering; however, employers may prefer those with extensive practical experience in computer lab and technology work and some amount of supervisory experience. Senior computer scientists generally work in computer-lab settings during traditional weekly business hours.",,"The average pay for a Senior Computer Scientist is $152,605 per year.",US,USD,4.0,4.0,9.0,9.0,
Senior Computer Specialist,15-1040.00 - Computer Support Specialists,"Senior computer specialists are responsible for providing effective guidance and technical support for their organization. They are in charge of completing information technology (IT) services, including performing maintenance of IT assets. They participate in company meetings to suggest changes to the IT department's processes and improve the use of company resources. These specialists also assist with training sessions, act as a mentor to junior personnel, and use their expertise to solve complex computer problems by using a variety of software applications. Generally, these specialists report their progress to the systems administrator or director in their organization.
Senior computer specialists work on system architecture for different operating systems to synchronize company efforts. They provide assistance with end-user support tickets after they have been escalated by computer specialists in their department, as well as oversee the correct functioning of hardware devices such as servers and networks. They perform system administration tasks, including crucial data backup, configuring firewalls, and installation of workstations. Senior computer specialists also complete diagnosis of standard web protocols, database maintenance, and email server updating. 
A bachelor's degree in computer science, information technology, or a similar field is necessary for this job. In addition, previous experience in a computer specialist position is required. Industry certifications may be preferred. Senior computing specialists must possess strong interpersonal skills to communicate with technical and non-technical staff. They should also work well in a team environment to reach all organizational goals in a timely manner; however, they must also perform effectively on their own with minimal supervision. Senior computer specialists must have extensive knowledge of different programming languages, web applications, and interoperability between system architecture. ",The average pay for a Senior Computer Specialist is $29.24 per hour.,"The average pay for a Senior Computer Specialist is $80,363 per year.",US,USD,4.0,4.0,9.0,8.0,1.0
Senior Computer Technician,15-1040.00 - Computer Support Specialists,"The primary duty of senior computer technicians is the repair and maintenance of computer hardware. Organizations using a large number of computers generally have computer technicians on their payroll; many technicians also work at dedicated computer hardware services companies.
A senior computer technician must have a thorough understanding of modern hardware systems and how they interact with each other, as well as skills for repairing them. They must be fluent in not only executing diagnostic software, but also in understanding error codes and messages across a variety of hardware platforms. The computer technician is also expected to be proactive in working with the needs of the users and their business, helping ensure information and data systems perform optimally.
In many situations, the technician also makes upgrade and improvement recommendations based on changing needs of the client. It is also essential for computer technicians to continually update their knowledge and education of new hardware and systems coming to market.
Additionally, senior computer technicians often have supervisory and management responsibilities. For this reason, companies generally require at least three to five years' experience in an information technology-related field working with relevant hardware systems. Previous managerial experience may be preferred.
The educational requirements for this position normally include at least some postsecondary technical school education, along with relevant software certifications.
",The average pay for a Senior Computer Technician is $22.00 per hour.,"The average pay for a Senior Computer Technician is $69,669 per year.",US,USD,3.43,7.0,13.0,10.0,3.0
Senior Data Engineer,"15-1010.00 - Computer and Information Scientists, Research",,The average pay for a Senior Data Engineer is $69.75 per hour.,"The average pay for a Senior Data Engineer is $128,226 per year.",US,USD,3.98,119.0,448.0,357.0,86.0
Senior Data Quality Analyst,15-1050.00 - Computer Systems Analysts,"Senior data quality analysts are in charge of analyzing data quality for their organization. They are responsible for processing large amounts of information for other departments and making informed decisions related to the extracted data. They also create detailed data reports for upper management, as well as participate in business meetings to suggest new ideas for relevant processes. Senior data quality analysts lead a group of analysts to achieve all company objectives in a timely manner, using their data quality experience to coach and train junior analysts. Their main functions include tracking error logs, verifying the integrity of data, and reporting their progress to the data analysis supervisor or manager in their department. They also complete data abstraction and data entry into company databases, as well as conduct root cause analysis and make recommendations for improvements. 
A bachelor's degree in a related field is required for this position. In addition, previous experience in a data quality analysis capacity is necessary. Senior data quality analysts must be proficient with office applications such as word processing and spreadsheet software. They should be responsible and organized individuals that pay close attention to detail and possess strong oral and written communication skills. Additionally, they should have an understanding of workflow design and data reusability. Senior data quality analysts also need strong analytical skills to solve problems as they arise, and they should be able to multitask in a variety of projects at a time.",The average pay for a Senior Data Quality Analyst is $24.50 per hour.,"The average pay for a Senior Data Quality Analyst is $88,436 per year.",US,USD,3.55,11.0,24.0,16.0,8.0
Senior Data Scientist,"15-1010.00 - Computer and Information Scientists, Research",,The average pay for a Senior Data Scientist is $67.28 per hour.,"The average pay for a Senior Data Scientist is $131,571 per year.",US,USD,3.99,197.0,686.0,495.0,179.0
Senior Database Administrator (DBA),15-1060.00 - Database Administrators,"Senior database administrators work as team leaders with computer engineering teams in order to create database architecture to accomplish the necessary goals of specialized computer software. Senior database administrators have very clear educational goals: they need a bachelor's degree in computer science or in similar fields. They will also need certification for database administration from an accredited board, such as Oracle. It is possible to forgo acquiring a bachelor's degree, but senior database administrators will require several years of work in similar areas as well as extensive self-education on database administration.
Senior database administrators need to know several programming languages in order to accomplish their goals. They will also need strong communication skills in order to delegate work goals and facilitate the creation and implementation of databases. 
Senior database administrators oversee the maintenance, configuration, and implementation of everything that has to do with databases. This includes the replication, backup, storage, access and partitioning of databases. Smooth and efficient installations, configurations, troubleshooting, and maintenance of database systems also fall onto the senior database administrator. When they are not installing or maintaining new database systems, senior database administrators must monitor and optimize their current systems to ensure quality system performance. They do this by utilizing index tuning, disk optimization, and various other methods that are appropriate. Within the confines of the database, senior database administrators must also determine who should have what permissions and privileges within the system to define who can access and control what information.",The average pay for a Senior Database Administrator (DBA) is $63.27 per hour.,"The average pay for a Senior Database Administrator (DBA) is $116,578 per year.",US,USD,4.04,145.0,392.0,317.0,75.0
Senior Database Developer,15-1030.00 - Unclassified Computer Software Engineers,"Senior database developers are responsible for creating, managing, and coding databases and their features, as well as leading a group of database developers to define functionality, create concepts, and brainstorm the technology that is best suited to the project at hand. Strong interpersonal skills are important in this position to manage a team and resolve technical issues as necessary, and they typically work in an office environment and use a personal computer to complete database tasks such as designing according to company needs, writing scripts for execution, and debugging code. They must work well with other developers in a team setting to create databases in a timely manner, but also on their own with minimal supervision.
Senior database developers must follow strict privacy and security guidelines when designing and creating databases for different sets of users, and they also establish rules and assign passwords for different levels of security and encryption. They must organize data in a readable way and store keys and data sets in memory-efficient ways, and some may also attend technology training or help coach junior developers in coding and specifying which codes run more efficiently in different circumstances. They must be proficient with database storage needs and know how to scale different database scenarios as necessary, and they also meet with clients and follow-up during the testing process to listen to performance concerns before deployment.
A bachelor's degree in software development or a related field and experience in database development are required for this position, and database certifications are also helpful.",The average pay for a Senior Database Developer is $68.95 per hour.,"The average pay for a Senior Database Developer is $104,198 per year.",US,USD,3.71,21.0,63.0,47.0,16.0
Senior Database Engineer,15-1080.00 - Network Systems and Data Communications Analysts,"Senior database engineers are employed by a variety of companies which require keeping track of large amounts of data. A bachelor's degree in information technology or computer science is often a minimum requirement for this position, and some employers may prefer those with master's degrees. Many companies also prefer candidates who have three to seven years of relevant work experience, including with SQL databases.
Senior database engineers should also be well-versed in various software, such as Oracle ASM and other database query software. Some employers will opt to use UNIX instead of Microsoft, so applicants should be familiar with both operating systems. These engineers generally work in office environments and most of their job is spent sitting at a desk and computer.
Senior database engineers are responsible for developing and maintaining their company's database and ensuring that information stored within it is kept secure and confidential. They may also be in charge of ensuring that the database is running at all hours, as well as performing backups and checks to protect against system-failures. Those in this position often work closely with other departments to respond to their needs and concerns and should be able to keep a record of standards, guidelines, and changes implemented. Despite being senior employees, they themselves may report to a manager depending on their employer.",The average pay for a Senior Database Engineer is $97.97 per hour.,"The average pay for a Senior Database Engineer is $129,361 per year.",US,USD,3.83,12.0,31.0,30.0,1.0
Senior Development Operations (DevOps) Engineer,15-1030.00 - Unclassified Computer Software Engineers,,,"The average pay for a Senior Development Operations (Devops) Engineer is $133,904 per year.",US,USD,3.4,5.0,9.0,8.0,1.0
Senior Embedded Software Engineer,15-1030.00 - Computer Software Engineers,"Senior embedded software engineers require a vast and diverse skill set.  These engineers must be gifted communicators and leaders of a team of software engineers and programmers, as they work closely with other team members to produce software which meets customers’ expectations.  They must be proficient verbal and written communicators, as they will need to communicate their vision to their team clearly and efficiently.  Senior engineers must also mentor junior team members in all areas of software engineering as they learn and apply new technologies in their work.  
Technical skills are also very important.  Senior embedded software engineer positions generally require at least a bachelor’s degree in a computer science or a related field, experience with software development using C & C++ languages, and experience with other software development programs and languages. These senior engineers must use their knowledge and experience to develop creative programming solutions for employers’ or customers’ needs.  
Generally, this position is located primarily in an office setting, but candidates should expect to travel to meet with clients, attend trade shows, or meet with remote team members.  Many large organizations employ or hire senior embedded software engineers on contract; their clients or employers generally hire teams to develop software and programs. This position requires candidates to be self-starters, as the hours are variable.  Those seeking a position should expect to work until a task is accomplished,and be available to their teammates and supervisors during and after business hours.",The average pay for a Senior Embedded Software Engineer is $67.72 per hour.,"The average pay for a Senior Embedded Software Engineer is $122,266 per year.",US,USD,3.61,40.0,144.0,126.0,13.0
Senior Firmware Engineer,15-1030.00 - Computer Software Engineers,"Senior firmware engineers develop applications and systems for various technology companies, creating custom code to provide solutions. While this is not a leadership position, senior firmware engineers need to have strong leadership skills to manage software projects and work with a team of engineers to finish a programming project. Typically, they lead the design, development, and testing of new programs, working with a large team to ensure the production of a quality project. The typical day for senior firmware engineers would consist of team meetings and working directly with a computer and programming. Additionally, senior firmware engineers participate in research and development, occasionally providing new and innovative ideas for the improvement of products. 
This position requires extensive programming knowledge that may include C, C++, PCI, Linux, and Matlab among others. 

Senior firmware engineers typically have several years of experience in a programming environment, as well as at least a bachelor’s degree in electrical engineering, computer science, computer engineering, or a related field; often, a master's degree in one of those disciplines is required for the position. Creative thinking and problem solving are beneficial skills for troubleshooting potential problems with code and brainstorming solutions to existing problems. Organizational and multitasking skills are important requirements, as senior firmware engineers typically work on several projects at once and they may have to transfer project ownership quickly if organizational priorities shift.",The average pay for a Senior Firmware Engineer is $55.42 per hour.,"The average pay for a Senior Firmware Engineer is $117,972 per year.",US,USD,3.74,34.0,90.0,83.0,4.0
Senior Geographic Information Systems (GIS) Analyst,,"Senior geographic information systems (GIS) analysts must have significant years of experience as GIS analysts, since these are senior positions.  Candidates must possess a bachelor’s degree in a related field. Some employers prefer that candidates have a master’s degree.  Senior GIS analysts must be proficient with GIS software and possess excellent computer skills. Geographic information systems specialists are employed by most sectors of government and a wide range of organizations.  
They must be able to use GIS products in accordance with their employer’s requirements.  Depending on the industry they are working for, senior GIS analysts may use GIS products to plan and deliver products and/or services related to defense, construction, oil and gas refinery, telecommunications, logistics, transport and logistics planning, retail location planning, and political boundaries. They analyze and query large quantities of data relevant to their location. They must be able to communicate GIS and spatial information to non-technical people.  Senior geographic information systems analysts must be able to design and update databases relevant to the industry that they are working for.  Senior GIS analysts must have leadership skills.  They must meet with users to discuss project requirements and required outputs.  They must make necessary changes as required by users.  
Some GIS positions require security clearance.  They must be able to protect confidential information.   Senior geographic information systems analysts must have strong oral and communications skills.  They may be required to train, coach, or mentor junior or new GIS analysts. They must keep themselves up to date with various software and equipment.  They are often required to travel or relocate.
",The average pay for a Senior Geographic Information Systems (GIS) Analyst is $35.08 per hour.,"The average pay for a Senior Geographic Information Systems (GIS) Analyst is $74,475 per year.",US,USD,3.9,23.0,50.0,25.0,24.0
Senior Geographic Information Systems (GIS) & Remote Sensing Specialist,15-1080.00 - Network Systems and Data Communications Analysts,,,"The average pay for a Senior Geographic Information Systems (GIS) & Remote Sensing Specialist is $74,000 per year.",US,USD,4.5,2.0,3.0,3.0,
Senior Identity and Access Management (IAM) Analyst,15-1070.00 - Network and Computer Systems Administrators,,,"The average pay for a Senior Identity And Access Management (IAM) Analyst is $130,000 per year.",US,USD,,,1.0,1.0,
Senior Identity and Access Management (IAM) Engineer,15-1030.00 - Unclassified Computer Software Engineers,,,"The average pay for a Senior Identity And Access Management (IAM) Engineer is $125,071 per year.",US,USD,3.0,2.0,6.0,6.0,
Senior Information Technology (IT) Manager,11-3020.00 - Computer and Information Systems Managers,"The senior information technology (IT) manager is a vital part of any organization that utilizes technology in the work place. This position is usually filled by a leader as the senior IT manager is usually in charge of a group of employees in the field. Employees in this position are responsible for working with computer and technological problems in offices, and are expected to keep the technological aspect and tools of the company running smoothly so that employees in different areas can do their jobs as efficiently as possible.
Most employers will look for somebody who is familiar with the technology used in their workplace. Senior IT managers need to know how to operate most of the programs that the organization uses. They must also be very good problem solvers, as the job consists of a lot of fixing and solving of technology-related problems. 
Because it is a management position, the senior IT manager should be able to keep a team focused and motivated. This position works with other members of the IT department, so communication skills are a must. This position can be an office position or a traveling position depending on the employer. Usually, an employer will ask for a bachelor's degree in a related field (such as computer science). As stated before, a potential employee in this position would typically need to have experience and skill with computers and other technologies. Some employers may give a competency exam with an interview. 
A 9-5 shift is not uncommon for senior IT managers, although some employers may prefer that the IT department do their work after normal office hours. The employer's expectations and demands for the IT department can change drastically, depending on the type of company. However, a senior IT manager should generally expect to mostly deal with the upkeep of the networks and computer system.",The average pay for a Senior Information Technology (IT) Manager is $42.47 per hour.,"The average pay for a Senior Information Technology (IT) Manager is $127,050 per year.",US,USD,3.87,85.0,287.0,232.0,52.0
Senior Interactive Developer,15-1030.00 - Unclassified Computer Software Engineers,"Senior interactive developers are responsible for creating and developing interactive programming applications on behalf of their organizations. They generally facilitate programming activities in a variety of interactive programming languages, and must be proficient with a range of code infrastructures and frameworks which provide needed interaction for applications.
These developers provide working features after coding specific lines which will enable interaction at various end-user levels, and also participate in the testing and troubleshooting phases of development. As senior developers, they provide regular support and coaching to junior personnel and must always stay up-to-date regarding new coding tools and updated programming frameworks. 
Senior interactive developers share important codes and work in team settings to complete and deliver programs in a timely manner, often using Adobe Flash, Ruby on Rails, and similar programs to create effective and interactive applications; however, they also work well on their own with minimal supervision when necessary. They generally use a personal computer loaded with programming/design software for their work and regularly attend meetings to measure progress and report any issues to development supervisors.
A bachelor's degree in computer science, software development, system engineering, or a related field is generally required for this position, and prior experience as an interactive developer may also be required. Industry certifications are beneficial.",,"The average pay for a Senior Interactive Developer is $68,000 per year.",US,USD,2.67,3.0,5.0,4.0,1.0
Senior Interactive Producer,15-1080.00 - Network Systems and Data Communications Analysts,"Senior interactive producers often lead their teams in the production of videos, web pages, advertising, online marketing, and e-mail campaigns. They work with internal teams and external vendors to create and oversee a variety of projects; they must be able to work with multiple team members across multiple departments, keeping up to date on all projects under their supervision. Senior interactive producers are also in charge of budgets, schedules, resource planning, and internal team management. Additionally, they must be able to effectively lead meetings. They must also manage communications with company stakeholders. Senior interactive producers work primarily indoors during regular business hours, and they may be required to travel to different locations to visit other company sites, vendors, and/or clients.
Five years' experience in a related role is required for senior interactive producer positions. PMP (project management professional) certification is often required. Proficiency in many technical software applications - such as Microsoft FastTrack, Basecamp, and the Adobe Creative Suite - is needed, and proficiency with industry-specific software may be required as well. The ability to put together a presentation and demonstrate effective oral and written communication skills is important. ",The average pay for a Senior Interactive Producer is $96.89 per hour.,"The average pay for a Senior Interactive Producer is $104,561 per year.",US,USD,2.5,2.0,13.0,7.0,6.0
Senior Internet/Communication Engineer,15-1030.00 - Unclassified Computer Software Engineers,"Senior internet/communication engineers are responsible for all internet and communication features and transmissions on behalf of their company, as well as planning communication equipment upgrades and installation. They must possess strong leadership and interpersonal skills to interact and motivate a group of engineers to reach all company goals within specific time frames. They must work well in a team setting with other senior engineers, but also perform efficiently on their own with minimal supervision. They should have advanced technical knowledge of both communication methods and internet engineering to provide the most reliable service at all times.
One of the main tools of a senior internet/communication engineer is a personal computer to design communication channels and develop plans to use fewer company resources and increase productivity. Those in this position also assist in training tasks for junior engineers and participate in business meetings to suggest new technologies. Senior internet/communication engineers must focus their attention on optimization efforts, such as technology strategies that integrate voice and video protocols, and also prepare test cases prior to software development, troubleshoot faulty devices, and follow established regulations when adapting hardware in different locations. 
A bachelor's degree in communications engineering or a related field is generally required; prior experience in a communications engineering position is often necessary as well. Industry and leadership certifications may also be beneficial.",,"The average pay for a Senior Internet/Communication Engineer is $97,858 per year.",US,USD,,,4.0,3.0,1.0
Senior Java Developer,15-1030.00 - Computer Software Engineers,"A senior java developer must be highly skilled in the Java programming language.  The job generally requires at least a bachelor's degree in computer science or a related field.  Most of the time, a senior java developer will need at least five years of experience working with Java application development.  Most employers expect the senior java developer  to also have hands-on experience with other services such as Oracle, HTML, and Javascript.
The senior java developer is in most cases a supervisory position with high-level programming responsibilities.  Because they often work in a team setting, senior java developers must be able to communicate well with team members.  Some of their duties may include mentoring junior-level developers or consulting with other team members on projects.
Most employers will expect the senior java developer to be able to work on multiple problems while prioritizing their level of importance.  They will also be expected to problem solve and also be able to think outside the box. Someone in this position will be extremely detail-oriented while also able to see the “big picture” at the same time.  They should be able to articulate their ideas assertively, while being able to listen openly and receive feedback from others.",The average pay for a Senior Java Developer is $62.09 per hour.,"The average pay for a Senior Java Developer is $115,054 per year.",US,USD,3.65,40.0,148.0,122.0,24.0
Senior Level and Layout Designer,15-1080.00 - Network Systems and Data Communications Analysts,,The average pay for a Senior Level And Layout Designer is $49.43 per hour.,"The average pay for a Senior Level And Layout Designer is $91,564 per year.",US,USD,4.33,6.0,8.0,7.0,1.0
"Senior Manager, Business Analytics",15-1080.00 - Network Systems and Data Communications Analysts,"Senior managers of business analytics usually work in corporate headquarters with other members of senior management teams. They work primarily in offices and may occasionally travel to conduct presentations.
These senior managers are responsible for oversight, working with the business team, and reviewing reports and projections for potential future products and services. A bachelor's or master's degree and ten or more years of experience as a business analyst are generally required for this position. They must have a track record of proven success, and many senior managers are promoted from within the company.
A typical day may require meeting with teams of sales, product retention, or focus group research employees which are developing products or services to determine the associated risks. They may also be responsible for conducting presentations regarding sales figures of products and services to other senior executives.","The average pay for a Senior Manager, Business Analytics is $77.50 per hour.","The average pay for a Senior Manager, Business Analytics is $132,531 per year.",US,USD,3.93,60.0,195.0,121.0,73.0
Senior Mobile Developer,15-1030.00 - Computer Software Engineers,,,"The average pay for a Senior Mobile Developer is $131,862 per year.",US,USD,4.0,1.0,16.0,16.0,
Senior Mobile Engineer,15-1030.00 - Computer Software Engineers,,,"The average pay for a Senior Mobile Engineer is $127,126 per year.",US,USD,4.1,10.0,20.0,20.0,
Senior Mobile Software Engineer,15-1030.00 - Computer Software Engineers,,The average pay for a Senior Mobile Software Engineer is $98.35 per hour.,"The average pay for a Senior Mobile Software Engineer is $114,390 per year.",US,USD,,,3.0,3.0,
Senior .NET Developer / Programmer,15-1030.00 - Unclassified Computer Software Engineers,"Aspiring senior .NET developers should have at least a bachelor's degree in computer science and five to ten years of relevant experience in the field, including four to five years as an application designer/programmer with a successful track record of producing effective web-based solutions and enterprise-level applications for corporate clients across a range of industries.
This position requires experience with migrating, updating, and servicing interfaces which support multiple systems, and ideal candidates should have several years of experience with .NET-based architectures, which may include XML and SOAP. SharePoint experience and passing familiarity with programming languages and structures are also required, such as C#, JQuery, MVC, WCF, SQL Server, ASP.NET, HTML, AJAX, and JavaScript. Applicants should also be familiar with large relational database structures and have experience with website design and development of front-end and back-end web-based services. Strong ability with Microsoft Office applications, including Excel, Word, and PowerPoint, is also important.
Successful senior NET developers must be able to meet all deadlines, work well under pressure and with limited supervision, and multitask on a number of projects at once. Strong written and verbal communication skills are important in this position, as these developers work with multiple levels of project management and interface designers. They must also be able to seamlessly perform unit tests, automation, and code reviews, and they may be called upon to mentor newer associates and share pertinent knowledge.",The average pay for a Senior .NET Developer / Programmer is $61.90 per hour.,"The average pay for a Senior .NET Developer / Programmer is $111,314 per year.",US,USD,3.95,19.0,88.0,72.0,15.0
"Senior Network Administrator, IT",15-1070.00 - Network and Computer Systems Administrators,"Information technology (IT) senior network administrators are responsible for providing system- and network-related solutions for their organization's information-technology assets. They oversee the functioning of networking equipment and follow strict maintenance standards. Their experience in the IT and networking fields is also used to develop new strategies to optimize server operation. They work with other IT team members, supervisors, and end-users to work on connectivity problems. IT senior network administrators also manage complex system requirements and create technical documentation for users. 
Most of the time senior network administrators coordinate administrative rules among different credential groups. They may also create training sessions for employees to increase knowledge and productivity related to computer networks. Senior network administrators facilitate email systems, as well as configure desktop development alternatives. They also manage computer parts inventory and recycle parts as needed. These IT professionals also carry out upgrade procedures, and they must have knowledge of security bugs and possible privacy risks. 
A bachelor's degree in computer science, information technology, or a similar field is required for this position. Several years of previous work experience in a comparable job is necessary. Additional field certifications are a plus. Generally, IT senior network administrators must have experience with large-scale projects and must be able to multitask by working on several projects at once.
","The average pay for a Senior Network Administrator, IT is $38.32 per hour.","The average pay for a Senior Network Administrator, IT is $86,761 per year.",US,USD,4.08,52.0,114.0,111.0,2.0
Senior Operations Analyst,15-2030.00 - Operations Research Analysts,"The senior operations analyst role serves as a  subject matter expert to help their organization make business decisions for the long-term success and growth of their organization. They use best practice models for procurement, planning, production, and material management techniques and processes. This position supports SAP and related software and requires expert knowledge of SAP reporting capabilities. Individuals in this role develops process documentation for processes and procedures, and they prepare and execute test plans for new functionality. Additionally, senior operations analysts publish communications related to the deployment of new functionalities and translate user requirements into user requests and program specifications. They work with programmers to ensure compliance with program specifications and develop training plans for end users.
The senior operations analyst communicates and collaborates with users to analyze information needs and functional requirements. They also collaborate with developers and subject matter experts to establish their organization's technical vision and analyze trade-offs between usability and performance needs. The senior operations analyst also works with users to define concepts under the direction of project leaders. This individual typically works full time in an office setting, although some travel may be required.
The minimal qualifications for this position are a bachelor's degree or equivalent experience in a related technical and business discipline, as well as a minimum of three to five years of SAP experience.The senior operations analyst must have excellent knowledge of business processes and best practices, strong customer service and documentation skills, and the ability to explain technical concepts to a broad audience. Strong analytic and product management skills are needed, as is the ability to interact professionally with a diverse group of executives, managers, and subject matter experts.",The average pay for a Senior Operations Analyst is $26.82 per hour.,"The average pay for a Senior Operations Analyst is $74,347 per year.",US,USD,3.69,123.0,309.0,163.0,142.0
Senior Privacy & Security Analyst,15-1070.00 - Network and Computer Systems Administrators,"Viruses, service attacks, and outright hacking can be incredibly costly to companies not only in terms of theft and downtime, but also due to attempts to prevent unwelcome intrusions. A senior privacy and security analyst is a management-level employee who examines an organization's communication, storage, and sharing policies and procedures and recommends the safest and most cost-efficient ways to secure them from unauthorized use and/or invasion.
As a senior analyst, this person may have staff members working under him/her who gather data and research all possible avenues by which unwelcome or illegal intrusions may occur. The senior analyst examines this data to identify vulnerabilities in areas such as e-mail communication, file storage and sharing (especially in shared cloud operations), and all internet and intranet connections utilized by the company. This can include items as simple as password and employee use policies, as well as restricting access and firewalls on company computers and the like.
As the analyst determines possible vulnerabilities, he/she researches and collects data on solutions that are both effective and cost-efficient in dealing with these threats; they typically issue these analyses in regular intervals to company IT or security directors for implementation. As threats evolve over time and remain troublesome for companies, the role of a senior privacy and security analyst is indefinite in nature.
To become a senior privacy and security analyst, one should typically have a college degree in Computer Science, Engineering, or a related field with an emphasis in security. As noted, senior analysts may have staff members to supervise, and thus may be given hiring decisions and some budget responsibilities for his/her group. Those in this position typically work regular business hours in a computer office environment.",,"The average pay for a Senior Privacy & Security Analyst is $98,459 per year.",US,USD,4.4,5.0,20.0,14.0,6.0
"Senior Program Analyst, IT",15-1050.00 - Computer Systems Analysts,,"The average pay for a Senior Program Analyst, IT is $36.52 per hour.","The average pay for a Senior Program Analyst, IT is $98,961 per year.",US,USD,3.6,5.0,15.0,8.0,7.0
